"initial_alias","converted_alias","name","description","namespace"
"GO:0007166","ENSMUSG00000032937","Fshr","follicle stimulating hormone receptor [Source:MGI Symbol;Acc:MGI:95583]","GO"
"GO:0007166","ENSMUSG00000032939","Nup93","nucleoporin 93 [Source:MGI Symbol;Acc:MGI:1919055]","GO"
"GO:0007166","ENSMUSG00000032965","Ift57","intraflagellar transport 57 [Source:MGI Symbol;Acc:MGI:1921166]","GO"
"GO:0007166","ENSMUSG00000032966","Fkbp1a","FK506 binding protein 1a [Source:MGI Symbol;Acc:MGI:95541]","GO"
"GO:0007166","ENSMUSG00000032968","Inha","inhibin alpha [Source:MGI Symbol;Acc:MGI:96569]","GO"
"GO:0007166","ENSMUSG00000033006","Sox10","SRY (sex determining region Y)-box 10 [Source:MGI Symbol;Acc:MGI:98358]","GO"
"GO:0007166","ENSMUSG00000033014","Trim33","tripartite motif-containing 33 [Source:MGI Symbol;Acc:MGI:2137357]","GO"
"GO:0007166","ENSMUSG00000033191","Tie1","tyrosine kinase with immunoglobulin-like and EGF-like domains 1 [Source:MGI Symbol;Acc:MGI:99906]","GO"
"GO:0007166","ENSMUSG00000033227","Wnt6","wingless-type MMTV integration site family, member 6 [Source:MGI Symbol;Acc:MGI:98960]","GO"
"GO:0007166","ENSMUSG00000033268","Duox1","dual oxidase 1 [Source:MGI Symbol;Acc:MGI:2139422]","GO"
"GO:0007166","ENSMUSG00000033276","Stk36","serine/threonine kinase 36 [Source:MGI Symbol;Acc:MGI:1920831]","GO"
"GO:0007166","ENSMUSG00000033282","Rpgrip1l","Rpgrip1-like [Source:MGI Symbol;Acc:MGI:1920563]","GO"
"GO:0007166","ENSMUSG00000033295","Ptprf","protein tyrosine phosphatase, receptor type, F [Source:MGI Symbol;Acc:MGI:102695]","GO"
"GO:0007166","ENSMUSG00000033307","Mif","macrophage migration inhibitory factor (glycosylation-inhibiting factor) [Source:MGI Symbol;Acc:MGI:96982]","GO"
"GO:0007166","ENSMUSG00000033335","Dnm2","dynamin 2 [Source:MGI Symbol;Acc:MGI:109547]","GO"
"GO:0007166","ENSMUSG00000033411","Ctdspl2","CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2 [Source:MGI Symbol;Acc:MGI:1196405]","GO"
"GO:0007166","ENSMUSG00000033538","Casp4","caspase 4, apoptosis-related cysteine peptidase [Source:MGI Symbol;Acc:MGI:107700]","GO"
"GO:0007166","ENSMUSG00000033544","Angptl1","angiopoietin-like 1 [Source:MGI Symbol;Acc:MGI:1919963]","GO"
"GO:0007166","ENSMUSG00000033569","Adgrb3","adhesion G protein-coupled receptor B3 [Source:MGI Symbol;Acc:MGI:2441837]","GO"
"GO:0007166","ENSMUSG00000033585","Ndn","necdin [Source:MGI Symbol;Acc:MGI:97290]","GO"
"GO:0007166","ENSMUSG00000033676","Gabrb3","gamma-aminobutyric acid (GABA) A receptor, subunit beta 3 [Source:MGI Symbol;Acc:MGI:95621]","GO"
"GO:0007166","ENSMUSG00000033712","Ccar2","cell cycle activator and apoptosis regulator 2 [Source:MGI Symbol;Acc:MGI:2444228]","GO"
"GO:0007166","ENSMUSG00000033717","Adra2a","adrenergic receptor, alpha 2a [Source:MGI Symbol;Acc:MGI:87934]","GO"
"GO:0007166","ENSMUSG00000033721","Vav3","vav 3 oncogene [Source:MGI Symbol;Acc:MGI:1888518]","GO"
"GO:0007166","ENSMUSG00000033740","St18","suppression of tumorigenicity 18 [Source:MGI Symbol;Acc:MGI:2446700]","GO"
"GO:0007166","ENSMUSG00000033767","Tmem131l","transmembrane 131 like [Source:MGI Symbol;Acc:MGI:2443399]","GO"
"GO:0007166","ENSMUSG00000033831","Fgb","fibrinogen beta chain [Source:MGI Symbol;Acc:MGI:99501]","GO"
"GO:0007166","ENSMUSG00000033837","Foxh1","forkhead box H1 [Source:MGI Symbol;Acc:MGI:1347465]","GO"
"GO:0007166","ENSMUSG00000033860","Fgg","fibrinogen gamma chain [Source:MGI Symbol;Acc:MGI:95526]","GO"
"GO:0007166","ENSMUSG00000033933","Vhl","von Hippel-Lindau tumor suppressor [Source:MGI Symbol;Acc:MGI:103223]","GO"
"GO:0007166","ENSMUSG00000033952","Aspm","abnormal spindle microtubule assembly [Source:MGI Symbol;Acc:MGI:1334448]","GO"
"GO:0007166","ENSMUSG00000033960","Jcad","junctional cadherin 5 associated [Source:MGI Symbol;Acc:MGI:2685174]","GO"
"GO:0007166","ENSMUSG00000033981","Gria2","glutamate receptor, ionotropic, AMPA2 (alpha 2) [Source:MGI Symbol;Acc:MGI:95809]","GO"
"GO:0007166","ENSMUSG00000034023","Fancd2","Fanconi anemia, complementation group D2 [Source:MGI Symbol;Acc:MGI:2448480]","GO"
"GO:0007166","ENSMUSG00000034028","Cd226","CD226 antigen [Source:MGI Symbol;Acc:MGI:3039602]","GO"
"GO:0007166","ENSMUSG00000034064","Poglut1","protein O-glucosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2444232]","GO"
"GO:0007166","ENSMUSG00000034066","Farp2","FERM, RhoGEF and pleckstrin domain protein 2 [Source:MGI Symbol;Acc:MGI:2385126]","GO"
"GO:0007166","ENSMUSG00000034101","Ctnnd1","catenin (cadherin associated protein), delta 1 [Source:MGI Symbol;Acc:MGI:105100]","GO"
"GO:0007166","ENSMUSG00000034116","Vav1","vav 1 oncogene [Source:MGI Symbol;Acc:MGI:98923]","GO"
"GO:0007166","ENSMUSG00000034121","Mks1","Meckel syndrome, type 1 [Source:MGI Symbol;Acc:MGI:3584243]","GO"
"GO:0007166","ENSMUSG00000034160","Ogt","O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase) [Source:MGI Symbol;Acc:MGI:1339639]","GO"
"GO:0007166","ENSMUSG00000034161","Scx","scleraxis [Source:MGI Symbol;Acc:MGI:102934]","GO"
"GO:0007166","ENSMUSG00000034165","Ccnd3","cyclin D3 [Source:MGI Symbol;Acc:MGI:88315]","GO"
"GO:0007166","ENSMUSG00000034177","Rnf43","ring finger protein 43 [Source:MGI Symbol;Acc:MGI:2442609]","GO"
"GO:0007166","ENSMUSG00000034220","Gpc1","glypican 1 [Source:MGI Symbol;Acc:MGI:1194891]","GO"
"GO:0007166","ENSMUSG00000034275","Igsf9b","immunoglobulin superfamily, member 9B [Source:MGI Symbol;Acc:MGI:2685354]","GO"
"GO:0007166","ENSMUSG00000034292","Traf3ip1","TRAF3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1921269]","GO"
"GO:0007166","ENSMUSG00000034330","Plcg2","phospholipase C, gamma 2 [Source:MGI Symbol;Acc:MGI:97616]","GO"
"GO:0007166","ENSMUSG00000034342","Cbl","Casitas B-lineage lymphoma [Source:MGI Symbol;Acc:MGI:88279]","GO"
"GO:0007166","ENSMUSG00000034359","Skint2","selection and upkeep of intraepithelial T cells 2 [Source:MGI Symbol;Acc:MGI:3649629]","GO"
"GO:0007166","ENSMUSG00000034394","Lif","leukemia inhibitory factor [Source:MGI Symbol;Acc:MGI:96787]","GO"
"GO:0007166","ENSMUSG00000034413","Neurl1b","neuralized E3 ubiquitin protein ligase 1B [Source:MGI Symbol;Acc:MGI:3643092]","GO"
"GO:0007166","ENSMUSG00000034422","Parp14","poly (ADP-ribose) polymerase family, member 14 [Source:MGI Symbol;Acc:MGI:1919489]","GO"
"GO:0007166","ENSMUSG00000034462","Pkd2","polycystin 2, transient receptor potential cation channel [Source:MGI Symbol;Acc:MGI:1099818]","GO"
"GO:0007166","ENSMUSG00000034552","Zswim2","zinc finger SWIM-type containing 2 [Source:MGI Symbol;Acc:MGI:1919111]","GO"
"GO:0007166","ENSMUSG00000034557","Zfyve9","zinc finger, FYVE domain containing 9 [Source:MGI Symbol;Acc:MGI:2652838]","GO"
"GO:0007166","ENSMUSG00000034574","Daam1","dishevelled associated activator of morphogenesis 1 [Source:MGI Symbol;Acc:MGI:1914596]","GO"
"GO:0007166","ENSMUSG00000034601","2700049A03Rik","RIKEN cDNA 2700049A03 gene [Source:MGI Symbol;Acc:MGI:1924217]","GO"
"GO:0007166","ENSMUSG00000034610","Tut4","terminal uridylyl transferase 4 [Source:MGI Symbol;Acc:MGI:2445126]","GO"
"GO:0007166","ENSMUSG00000034612","Chst11","carbohydrate sulfotransferase 11 [Source:MGI Symbol;Acc:MGI:1927166]","GO"
"GO:0007166","ENSMUSG00000034640","Tiparp","TCDD-inducible poly(ADP-ribose) polymerase [Source:MGI Symbol;Acc:MGI:2159210]","GO"
"GO:0007166","ENSMUSG00000034652","Cd300a","CD300A molecule [Source:MGI Symbol;Acc:MGI:2443411]","GO"
"GO:0007166","ENSMUSG00000034663","Bmp2k","BMP2 inducible kinase [Source:MGI Symbol;Acc:MGI:2155456]","GO"
"GO:0007166","ENSMUSG00000034664","Itga2b","integrin alpha 2b [Source:MGI Symbol;Acc:MGI:96601]","GO"
"GO:0007166","ENSMUSG00000034675","Dbn1","drebrin 1 [Source:MGI Symbol;Acc:MGI:1931838]","GO"
"GO:0007166","ENSMUSG00000034684","Sema3f","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F [Source:MGI Symbol;Acc:MGI:1096347]","GO"
"GO:0007166","ENSMUSG00000034701","Neurod1","neurogenic differentiation 1 [Source:MGI Symbol;Acc:MGI:1339708]","GO"
"GO:0007166","ENSMUSG00000034730","Adgrb1","adhesion G protein-coupled receptor B1 [Source:MGI Symbol;Acc:MGI:1933736]","GO"
"GO:0007166","ENSMUSG00000034758","Tle6","transducin-like enhancer of split 6 [Source:MGI Symbol;Acc:MGI:2149593]","GO"
"GO:0007166","ENSMUSG00000034771","Tle2","transducin-like enhancer of split 2 [Source:MGI Symbol;Acc:MGI:104635]","GO"
"GO:0007166","ENSMUSG00000034777","Vax2","ventral anterior homeobox 2 [Source:MGI Symbol;Acc:MGI:1346018]","GO"
"GO:0007166","ENSMUSG00000034799","Unc13a","unc-13 homolog A [Source:MGI Symbol;Acc:MGI:3051532]","GO"
"GO:0007166","ENSMUSG00000034833","Tespa1","thymocyte expressed, positive selection associated 1 [Source:MGI Symbol;Acc:MGI:1914846]","GO"
"GO:0007166","ENSMUSG00000034845","Plvap","plasmalemma vesicle associated protein [Source:MGI Symbol;Acc:MGI:1890497]","GO"
"GO:0007166","ENSMUSG00000034848","Ttc21b","tetratricopeptide repeat domain 21B [Source:MGI Symbol;Acc:MGI:1920918]","GO"
"GO:0007166","ENSMUSG00000034855","Cxcl10","chemokine (C-X-C motif) ligand 10 [Source:MGI Symbol;Acc:MGI:1352450]","GO"
"GO:0007166","ENSMUSG00000034889","Cactin","cactin, spliceosome C complex subunit [Source:MGI Symbol;Acc:MGI:1917562]","GO"
"GO:0007166","ENSMUSG00000034910","Pygo1","pygopus 1 [Source:MGI Symbol;Acc:MGI:1919385]","GO"
"GO:0007166","ENSMUSG00000034957","Cebpa","CCAAT/enhancer binding protein (C/EBP), alpha [Source:MGI Symbol;Acc:MGI:99480]","GO"
"GO:0007166","ENSMUSG00000034974","Dapk3","death-associated protein kinase 3 [Source:MGI Symbol;Acc:MGI:1203520]","GO"
"GO:0007166","ENSMUSG00000035011","Zbtb7a","zinc finger and BTB domain containing 7a [Source:MGI Symbol;Acc:MGI:1335091]","GO"
"GO:0007166","ENSMUSG00000035020","Epgn","epithelial mitogen [Source:MGI Symbol;Acc:MGI:1919170]","GO"
"GO:0007166","ENSMUSG00000035042","Ccl5","chemokine (C-C motif) ligand 5 [Source:MGI Symbol;Acc:MGI:98262]","GO"
"GO:0007166","ENSMUSG00000035148","Gpr33","G protein-coupled receptor 33 [Source:MGI Symbol;Acc:MGI:1277106]","GO"
"GO:0007166","ENSMUSG00000035158","Mitf","melanogenesis associated transcription factor [Source:MGI Symbol;Acc:MGI:104554]","GO"
"GO:0007166","ENSMUSG00000035187","Nkx6-1","NK6 homeobox 1 [Source:MGI Symbol;Acc:MGI:1206039]","GO"
"GO:0007166","ENSMUSG00000035200","Chrnb4","cholinergic receptor, nicotinic, beta polypeptide 4 [Source:MGI Symbol;Acc:MGI:87892]","GO"
"GO:0007166","ENSMUSG00000035203","Epn1","epsin 1 [Source:MGI Symbol;Acc:MGI:1333763]","GO"
"GO:0007166","ENSMUSG00000035212","Leprot","leptin receptor overlapping transcript [Source:MGI Symbol;Acc:MGI:2687005]","GO"
"GO:0007166","ENSMUSG00000035283","Adrb1","adrenergic receptor, beta 1 [Source:MGI Symbol;Acc:MGI:87937]","GO"
"GO:0007166","ENSMUSG00000035305","Ror1","receptor tyrosine kinase-like orphan receptor 1 [Source:MGI Symbol;Acc:MGI:1347520]","GO"
"GO:0007166","ENSMUSG00000035314","Gdpd5","glycerophosphodiester phosphodiesterase domain containing 5 [Source:MGI Symbol;Acc:MGI:2686926]","GO"
"GO:0007166","ENSMUSG00000035342","Lzts2","leucine zipper, putative tumor suppressor 2 [Source:MGI Symbol;Acc:MGI:2385095]","GO"
"GO:0007166","ENSMUSG00000035352","Ccl12","chemokine (C-C motif) ligand 12 [Source:MGI Symbol;Acc:MGI:108224]","GO"
"GO:0007166","ENSMUSG00000035356","Nfkbiz","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta [Source:MGI Symbol;Acc:MGI:1931595]","GO"
"GO:0007166","ENSMUSG00000035373","Ccl7","chemokine (C-C motif) ligand 7 [Source:MGI Symbol;Acc:MGI:99512]","GO"
"GO:0007166","ENSMUSG00000035385","Ccl2","chemokine (C-C motif) ligand 2 [Source:MGI Symbol;Acc:MGI:98259]","GO"
"GO:0007166","ENSMUSG00000035403","Crb2","crumbs family member 2 [Source:MGI Symbol;Acc:MGI:2679260]","GO"
"GO:0007166","ENSMUSG00000035431","Sstr1","somatostatin receptor 1 [Source:MGI Symbol;Acc:MGI:98327]","GO"
"GO:0007166","ENSMUSG00000035448","Ccr3","chemokine (C-C motif) receptor 3 [Source:MGI Symbol;Acc:MGI:104616]","GO"
"GO:0007166","ENSMUSG00000035451","Foxa1","forkhead box A1 [Source:MGI Symbol;Acc:MGI:1347472]","GO"
"GO:0007166","ENSMUSG00000035594","Chrna5","cholinergic receptor, nicotinic, alpha polypeptide 5 [Source:MGI Symbol;Acc:MGI:87889]","GO"
"GO:0007166","ENSMUSG00000035638","Muc20","mucin 20 [Source:MGI Symbol;Acc:MGI:2385039]","GO"
"GO:0007166","ENSMUSG00000035692","Isg15","ISG15 ubiquitin-like modifier [Source:MGI Symbol;Acc:MGI:1855694]","GO"
"GO:0007166","ENSMUSG00000035722","Abca7","ATP-binding cassette, sub-family A (ABC1), member 7 [Source:MGI Symbol;Acc:MGI:1351646]","GO"
"GO:0007166","ENSMUSG00000035735","Dagla","diacylglycerol lipase, alpha [Source:MGI Symbol;Acc:MGI:2677061]","GO"
"GO:0007166","ENSMUSG00000035745","Grin3b","glutamate receptor, ionotropic, NMDA3B [Source:MGI Symbol;Acc:MGI:2150393]","GO"
"GO:0007166","ENSMUSG00000035873","Pawr","PRKC, apoptosis, WT1, regulator [Source:MGI Symbol;Acc:MGI:2149961]","GO"
"GO:0007166","ENSMUSG00000035890","Rnf126","ring finger protein 126 [Source:MGI Symbol;Acc:MGI:1917544]","GO"
"GO:0007166","ENSMUSG00000035910","Dcdc2a","doublecortin domain containing 2a [Source:MGI Symbol;Acc:MGI:2652818]","GO"
"GO:0007166","ENSMUSG00000035914","Cd276","CD276 antigen [Source:MGI Symbol;Acc:MGI:2183926]","GO"
"GO:0007166","ENSMUSG00000035946","Gsx2","GS homeobox 2 [Source:MGI Symbol;Acc:MGI:95843]","GO"
"GO:0007166","ENSMUSG00000036023","Parp2","poly (ADP-ribose) polymerase family, member 2 [Source:MGI Symbol;Acc:MGI:1341112]","GO"
"GO:0007166","ENSMUSG00000036040","Adamtsl2","ADAMTS-like 2 [Source:MGI Symbol;Acc:MGI:1925044]","GO"
"GO:0007166","ENSMUSG00000036104","Rab3gap1","RAB3 GTPase activating protein subunit 1 [Source:MGI Symbol;Acc:MGI:2445001]","GO"
"GO:0007166","ENSMUSG00000036117","Il5","interleukin 5 [Source:MGI Symbol;Acc:MGI:96557]","GO"
"GO:0007166","ENSMUSG00000036155","Mgat5","mannoside acetylglucosaminyltransferase 5 [Source:MGI Symbol;Acc:MGI:894701]","GO"
"GO:0007166","ENSMUSG00000036158","Prickle1","prickle planar cell polarity protein 1 [Source:MGI Symbol;Acc:MGI:1916034]","GO"
"GO:0007166","ENSMUSG00000036169","Sostdc1","sclerostin domain containing 1 [Source:MGI Symbol;Acc:MGI:1913292]","GO"
"GO:0007166","ENSMUSG00000036199","Ndufa13","NADH:ubiquinone oxidoreductase subunit A13 [Source:MGI Symbol;Acc:MGI:1914434]","GO"
"GO:0007166","ENSMUSG00000036208","Nepro","nucleolus and neural progenitor protein [Source:MGI Symbol;Acc:MGI:2384836]","GO"
"GO:0007166","ENSMUSG00000036264","Fstl4","follistatin-like 4 [Source:MGI Symbol;Acc:MGI:2443199]","GO"
"GO:0007166","ENSMUSG00000036273","Lrrk2","leucine-rich repeat kinase 2 [Source:MGI Symbol;Acc:MGI:1913975]","GO"
"GO:0007166","ENSMUSG00000036333","Kidins220","kinase D-interacting substrate 220 [Source:MGI Symbol;Acc:MGI:1924730]","GO"
"GO:0007166","ENSMUSG00000036353","P2ry12","purinergic receptor P2Y, G-protein coupled 12 [Source:MGI Symbol;Acc:MGI:1918089]","GO"
"GO:0007166","ENSMUSG00000036362","P2ry13","purinergic receptor P2Y, G-protein coupled 13 [Source:MGI Symbol;Acc:MGI:1921441]","GO"
"GO:0007166","ENSMUSG00000036381","P2ry14","purinergic receptor P2Y, G-protein coupled, 14 [Source:MGI Symbol;Acc:MGI:2155705]","GO"
"GO:0007166","ENSMUSG00000036432","Siah2","siah E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:108062]","GO"
"GO:0007166","ENSMUSG00000036450","Hif1an","hypoxia-inducible factor 1, alpha subunit inhibitor [Source:MGI Symbol;Acc:MGI:2442345]","GO"
"GO:0007166","ENSMUSG00000036461","Elf1","E74-like factor 1 [Source:MGI Symbol;Acc:MGI:107180]","GO"
"GO:0007166","ENSMUSG00000036473","Tbc1d24","TBC1 domain family, member 24 [Source:MGI Symbol;Acc:MGI:2443456]","GO"
"GO:0007166","ENSMUSG00000036504","Phpt1","phosphohistidine phosphatase 1 [Source:MGI Symbol;Acc:MGI:1922704]","GO"
"GO:0007166","ENSMUSG00000036564","Ndrg4","N-myc downstream regulated gene 4 [Source:MGI Symbol;Acc:MGI:2384590]","GO"
"GO:0007166","ENSMUSG00000036580","Spg20","spastic paraplegia 20, spartin (Troyer syndrome) homolog (human) [Source:MGI Symbol;Acc:MGI:2139806]","GO"
"GO:0007166","ENSMUSG00000036585","Fgf1","fibroblast growth factor 1 [Source:MGI Symbol;Acc:MGI:95515]","GO"
"GO:0007166","ENSMUSG00000036596","Cpz","carboxypeptidase Z [Source:MGI Symbol;Acc:MGI:88487]","GO"
"GO:0007166","ENSMUSG00000036606","Plxnb2","plexin B2 [Source:MGI Symbol;Acc:MGI:2154239]","GO"
"GO:0007166","ENSMUSG00000036699","Zcchc12","zinc finger, CCHC domain containing 12 [Source:MGI Symbol;Acc:MGI:1919943]","GO"
"GO:0007166","ENSMUSG00000036712","Cyld","CYLD lysine 63 deubiquitinase [Source:MGI Symbol;Acc:MGI:1921506]","GO"
"GO:0007166","ENSMUSG00000036737","Oxsr1","oxidative-stress responsive 1 [Source:MGI Symbol;Acc:MGI:1917378]","GO"
"GO:0007166","ENSMUSG00000036766","Dner","delta/notch-like EGF repeat containing [Source:MGI Symbol;Acc:MGI:2152889]","GO"
"GO:0007166","ENSMUSG00000036792","Mbd5","methyl-CpG binding domain protein 5 [Source:MGI Symbol;Acc:MGI:2138934]","GO"
"GO:0007166","ENSMUSG00000036835","Psenen","presenilin enhancer gamma secretase subunit [Source:MGI Symbol;Acc:MGI:1913590]","GO"
"GO:0007166","ENSMUSG00000036856","Wnt4","wingless-type MMTV integration site family, member 4 [Source:MGI Symbol;Acc:MGI:98957]","GO"
"GO:0007166","ENSMUSG00000036867","Smad6","SMAD family member 6 [Source:MGI Symbol;Acc:MGI:1336883]","GO"
"GO:0007166","ENSMUSG00000036902","Neto2","neuropilin (NRP) and tolloid (TLL)-like 2 [Source:MGI Symbol;Acc:MGI:1921763]","GO"
"GO:0007166","ENSMUSG00000036904","Fzd8","frizzled class receptor 8 [Source:MGI Symbol;Acc:MGI:108460]","GO"
"GO:0007166","ENSMUSG00000036931","Nfkbid","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, delta [Source:MGI Symbol;Acc:MGI:3041243]","GO"
"GO:0007166","ENSMUSG00000036961","Wnt8b","wingless-type MMTV integration site family, member 8B [Source:MGI Symbol;Acc:MGI:109485]","GO"
"GO:0007166","ENSMUSG00000036986","Pml","promyelocytic leukemia [Source:MGI Symbol;Acc:MGI:104662]","GO"
"GO:0007166","ENSMUSG00000036990","Otud4","OTU domain containing 4 [Source:MGI Symbol;Acc:MGI:1098801]","GO"
"GO:0007166","ENSMUSG00000037010","Apln","apelin [Source:MGI Symbol;Acc:MGI:1353624]","GO"
"GO:0007166","ENSMUSG00000037013","Ss18","SS18, nBAF chromatin remodeling complex subunit [Source:MGI Symbol;Acc:MGI:107708]","GO"
"GO:0007166","ENSMUSG00000037025","Foxa2","forkhead box A2 [Source:MGI Symbol;Acc:MGI:1347476]","GO"
"GO:0007166","ENSMUSG00000037031","Tspan15","tetraspanin 15 [Source:MGI Symbol;Acc:MGI:1917673]","GO"
"GO:0007166","ENSMUSG00000037035","Inhbb","inhibin beta-B [Source:MGI Symbol;Acc:MGI:96571]","GO"
"GO:0007166","ENSMUSG00000037062","Sh3glb1","SH3-domain GRB2-like B1 (endophilin) [Source:MGI Symbol;Acc:MGI:1859730]","GO"
"GO:0007166","ENSMUSG00000037095","Lrg1","leucine-rich alpha-2-glycoprotein 1 [Source:MGI Symbol;Acc:MGI:1924155]","GO"
"GO:0007166","ENSMUSG00000037104","Socs5","suppressor of cytokine signaling 5 [Source:MGI Symbol;Acc:MGI:2385459]","GO"
"GO:0007166","ENSMUSG00000037157","Il22ra1","interleukin 22 receptor, alpha 1 [Source:MGI Symbol;Acc:MGI:2663588]","GO"
"GO:0007166","ENSMUSG00000037171","Nodal","nodal [Source:MGI Symbol;Acc:MGI:97359]","GO"
"GO:0007166","ENSMUSG00000037188","Grhl3","grainyhead like transcription factor 3 [Source:MGI Symbol;Acc:MGI:2655333]","GO"
"GO:0007166","ENSMUSG00000037211","Spry1","sprouty RTK signaling antagonist 1 [Source:MGI Symbol;Acc:MGI:1345139]","GO"
"GO:0007166","ENSMUSG00000037224","Zfyve28","zinc finger, FYVE domain containing 28 [Source:MGI Symbol;Acc:MGI:2684992]","GO"
"GO:0007166","ENSMUSG00000037225","Fgf2","fibroblast growth factor 2 [Source:MGI Symbol;Acc:MGI:95516]","GO"
"GO:0007166","ENSMUSG00000037279","Ovol2","ovo like zinc finger 2 [Source:MGI Symbol;Acc:MGI:1338039]","GO"
"GO:0007166","ENSMUSG00000037325","Bbs7","Bardet-Biedl syndrome 7 (human) [Source:MGI Symbol;Acc:MGI:1918742]","GO"
"GO:0007166","ENSMUSG00000037362","Ccn3","cellular communication network factor 3 [Source:MGI Symbol;Acc:MGI:109185]","GO"
"GO:0007166","ENSMUSG00000037369","Kdm6a","lysine (K)-specific demethylase 6A [Source:MGI Symbol;Acc:MGI:1095419]","GO"
"GO:0007166","ENSMUSG00000037370","Enpp1","ectonucleotide pyrophosphatase/phosphodiesterase 1 [Source:MGI Symbol;Acc:MGI:97370]","GO"
"GO:0007166","ENSMUSG00000037375","Hhat","hedgehog acyltransferase [Source:MGI Symbol;Acc:MGI:2444681]","GO"
"GO:0007166","ENSMUSG00000037386","Rims2","regulating synaptic membrane exocytosis 2 [Source:MGI Symbol;Acc:MGI:2152972]","GO"
"GO:0007166","ENSMUSG00000037405","Icam1","intercellular adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:96392]","GO"
"GO:0007166","ENSMUSG00000037411","Serpine1","serine (or cysteine) peptidase inhibitor, clade E, member 1 [Source:MGI Symbol;Acc:MGI:97608]","GO"
"GO:0007166","ENSMUSG00000037466","Tedc1","tubulin epsilon and delta complex 1 [Source:MGI Symbol;Acc:MGI:2144738]","GO"
"GO:0007166","ENSMUSG00000037487","Ubr5","ubiquitin protein ligase E3 component n-recognin 5 [Source:MGI Symbol;Acc:MGI:1918040]","GO"
"GO:0007166","ENSMUSG00000037493","Cib2","calcium and integrin binding family member 2 [Source:MGI Symbol;Acc:MGI:1929293]","GO"
"GO:0007166","ENSMUSG00000037523","Mavs","mitochondrial antiviral signaling protein [Source:MGI Symbol;Acc:MGI:2444773]","GO"
"GO:0007166","ENSMUSG00000037541","Shank2","SH3 and multiple ankyrin repeat domains 2 [Source:MGI Symbol;Acc:MGI:2671987]","GO"
"GO:0007166","ENSMUSG00000037573","Tob1","transducer of ErbB-2.1 [Source:MGI Symbol;Acc:MGI:1349721]","GO"
"GO:0007166","ENSMUSG00000037578","Pkd2l1","polycystic kidney disease 2-like 1 [Source:MGI Symbol;Acc:MGI:1352448]","GO"
"GO:0007166","ENSMUSG00000037583","Nr0b2","nuclear receptor subfamily 0, group B, member 2 [Source:MGI Symbol;Acc:MGI:1346344]","GO"
"GO:0007166","ENSMUSG00000037605","Adgrl3","adhesion G protein-coupled receptor L3 [Source:MGI Symbol;Acc:MGI:2441950]","GO"
"GO:0007166","ENSMUSG00000037613","Tnfrsf23","tumor necrosis factor receptor superfamily, member 23 [Source:MGI Symbol;Acc:MGI:1930269]","GO"
"GO:0007166","ENSMUSG00000037621","Atoh8","atonal bHLH transcription factor 8 [Source:MGI Symbol;Acc:MGI:1918343]","GO"
"GO:0007166","ENSMUSG00000037660","Gdf7","growth differentiation factor 7 [Source:MGI Symbol;Acc:MGI:95690]","GO"
"GO:0007166","ENSMUSG00000037664","Cdkn1c","cyclin-dependent kinase inhibitor 1C (P57) [Source:MGI Symbol;Acc:MGI:104564]","GO"
"GO:0007166","ENSMUSG00000037706","Cd81","CD81 antigen [Source:MGI Symbol;Acc:MGI:1096398]","GO"
"GO:0007166","ENSMUSG00000037712","Fermt2","fermitin family member 2 [Source:MGI Symbol;Acc:MGI:2385001]","GO"
"GO:0007166","ENSMUSG00000037731","Themis2","thymocyte selection associated family member 2 [Source:MGI Symbol;Acc:MGI:2446213]","GO"
"GO:0007166","ENSMUSG00000037815","Ctnna1","catenin (cadherin associated protein), alpha 1 [Source:MGI Symbol;Acc:MGI:88274]","GO"
"GO:0007166","ENSMUSG00000037824","Tspan14","tetraspanin 14 [Source:MGI Symbol;Acc:MGI:1196325]","GO"
"GO:0007166","ENSMUSG00000037852","Cpe","carboxypeptidase E [Source:MGI Symbol;Acc:MGI:101932]","GO"
"GO:0007166","ENSMUSG00000037860","Aim2","absent in melanoma 2 [Source:MGI Symbol;Acc:MGI:2686159]","GO"
"GO:0007166","ENSMUSG00000037872","Ackr1","atypical chemokine receptor 1 (Duffy blood group) [Source:MGI Symbol;Acc:MGI:1097689]","GO"
"GO:0007166","ENSMUSG00000037890","Wdr19","WD repeat domain 19 [Source:MGI Symbol;Acc:MGI:2443231]","GO"
"GO:0007166","ENSMUSG00000037936","Scarb1","scavenger receptor class B, member 1 [Source:MGI Symbol;Acc:MGI:893578]","GO"
"GO:0007166","ENSMUSG00000037944","Ccr7","chemokine (C-C motif) receptor 7 [Source:MGI Symbol;Acc:MGI:103011]","GO"
"GO:0007166","ENSMUSG00000037989","Wnk2","WNK lysine deficient protein kinase 2 [Source:MGI Symbol;Acc:MGI:1922857]","GO"
